considerably,3577
noted,664
hundred,3386
medium,7547
portrayal,7625
passed,1360
underwriters,1724
nrm,5748
local,575
feelings,6034
rothschilds,6610
nwa,7038
practically,8320
leap,6498
update,9849
conspiring,7958
nights,5745
tainted,9476
underscored,8495
pool,3510
initiatives,4924
depressed,3584
picop,7614
helmsley,4916
engage,4896
firm,191
establishment,4274
working,671
exported,7414
mineral,9163
rico,2322
infringed,9893
mulford,6530
oversight,6551
brawer,6329
undervalued,7779
leaped,7518
headed,1654
deb,8827
career,2337
trailed,7770
ferry,9689
representative,3220
encourages,8899
roger,3318
autos,7271
convicted,2783
error,4898
endangered,8900
mothers,7562
panama,1862
here,347
democrats,1142
sounds,4040
winnebago,6714
grasp,8993
denying,6840
phrase,7613
viewpoint,9551
yeast,7231
col.,7329
atlantis,6758
secure,3890
benign,7885
ancient,7847
inc.,80
youth,5579
northrop,5747
term,1080
unload,9539
o'kicki,5475
barron,8646
mostly,1431
arco,6297
class,1354
deadline,3166
nigel,4005
liberal,3098
mired,8241
intelogic,5156
campaigns,4088
mainly,1857
works,1321
corner,5354
lobbyists,6111
jefferies,7498
combines,8759
re-election,7088
funded,3480
professor,2035
more,45
proposal,490
steve,3900
ibm,688
tours,8476
adding,1338
add,1215
perfectly,4960
seeks,2458
create,1286
accounting,1409
ftc,4475
that,10
beijing,2051
buyer,1988
z,6275
longstanding,4737
county,1217
swings,2042
themselves,873
controls,1542
post,1100
involved,830
winter,2706
non-interest,9945
exemption,6413
signature,8414
repeatedly,4024
cabrera,5079
solid,2960
university,596
boosts,5074
beneficiaries,4632
mgm,3202
from,20
mancuso,4941
carry,1526
heading,4486
canton,7909
organization,1177
producers,855
reupke,9353
infringement,9942
sustain,6230
generation,2171
noon,6542
lire,3392
amdura,7845
circumstances,2294
ms.,486
nervous,3106
traffickers,9509
quake,1062
unusual,1747
channels,7312
resort,3222
earliest,7390
academy,5052
semiconductor,2233
modestly,3615
dover,8027
dozen,1675
fax,6902
advance,1631
alleging,5896
theatre,9491
evolution,6409
playing,2453
los,639
making,423
supreme,1155
abundant,8578
structured,5021
horizon,7471
prices,112
tumor,6688
germany,706
negotiable,3501
injury,5694
snapped,5232
upgraded,9541
december,923
louisiana,6510
negotiating,2006
recalls,2565
#,686
esso,8916
mark,1059
turnover,2701
belongs,6773
epo,6886
mrs.,659
mcgovern,5724
conclusion,4652
training,2018
jailed,7496
triggering,9520
railway,7651
jets,9081
popular,1434
gets,1511
shaking,7138
roberts,3411
port,5194
true,1565
reportedly,3749
distant,6861
adult,6733
government-owned,6925
incorporated,7485
double-a,5654
prime,956
chances,4643
pediatric,9245
crops,4660
encourage,2437
della,4456
teaching,5851
architectural,8618
drain,5109
peter,1164
harbors,6457
rid,5812
patience,9766
accepting,5055
contributed,1264
auctioned,5908
joint-venture,7503
threw,5856
usx,1503
so,105
convinced,3812
auctions,5909
disposable,6859
casinos,7912
demler,7996
affairs,1699
nomination,6136
s.a,7683
abroad,1900
divisive,8860
adequately,7247
evenly,7408
dodge,4890
prospect,2455
reversed,6605
indicator,4922
lumber,9130
highest,1590
topped,5033
demonstration,6838
rise,499
steam,4802
abm,5884
story,1366
forecasts,2305
using,666
c,4238
touched,8475
frustration,6437
attribute,7869
gates,4710
constitutional,2296
analysts,164
eventually,1413
ruble,6201
charles,1371
fortunes,6432
interest-rate,2616
clifford,9637
abrupt,6725
conform,7337
presidency,4342
emissions,4468
ounces,3864
negotiations,1399
big,129
total,345
me,811
site,2506
crimes,3580
carnival,3069
tall,6665
sweetened,5026
third,277
essentially,2602
levels,790
crossland,6824
roh,9371
tenure,5256
microprocessor,6122
goals,2737
occur,3295
precision,8323
deterioration,4675
beings,7279
applicants,7262
motion,3732
cough,6819
reacting,7089
difficult,1018
sometime,5236
disappointing,2434
rich,2010
lane,3492
clothing,4091
asarco,7268
narcotics,9196
halted,4124
happen,2026
concern,287
courtroom,5358
written,2047
processes,5787
democracy,2382
announcement,1033
deficits,5094
restraint,7673
gould,4482
sen,9397
protocol,9299
disorders,6393
backer,4844
neighborhood,3618
libel,7525
dubbed,4684
equaling,4691
pipeline,2358
emerson,9677
dassault,8822
suffered,2199
line,462
takeovers,3328
battled,8649
gradually,4909
connections,8782
hearst,4915
baseball,1778
risks,1481
manage,2930
ministry,1240
baldwin,7276
dallas,1816
dominates,8864
trotter,5859
sri,9445
duke,6873
left,696
southam,6644
cftc,9631
knock,9724
savings,745
races,6183
consented,5963
disproportionate,6394
factors,1424
bowed,9616
bumiputra,8703
daiwa,2725
return,502
wild,2978
dragged,7384
veteran,3433
kravis,5438
crude,1879
weaknesses,6709
hdtv,4126
stays,7728
claims,593
significance,7141
towel,9505
california,295
attributes,7270
similar,709
plays,3403
nato,4521
peaceful,7601
numbered,9212
stolen,4042
aide,2712
specified,3533
franco,6917
sporting,9917
breakdown,5919
movement,2033
entered,2127
reviewing,4782
presents,7631
substantial,1319
needed,911
chores,7316
batch,7880
fox,3273
attempts,3451
word,2079
nicaragua,2494
colon,5338
waive,6704
mountain-bike,7563
yale,4826
rand,5508
anyone,1442
adverse,4409
sheep,9401
seeds,5002
wheat,4058
of,4
shooting,9821
washington-based,9558
recital,9792
real,308
encountered,7402
board,146
kill,2617
support,414
dig,9661
robertson,4784
chestman,8741
ring,5814
germans,3016
caffeine-free,7905
minimum-wage,9165
learning,2812
storage,2510
pulling,5503
pre-trial,8322
meals,8229
trustcorp,9524
periods,4164
tass,9481
official,454
intended,1935
subcommittee,2461
notice,4158
evasion,8061
ted,5254
12-year,6277
cap,3571
narrows,9197
diamonds,6389
problems,355
client,1782
toys,6684
tony,4205
compared,370
returning,4781
retinoblastoma,8368
beautiful,5306
furukawa,7444
trecker,9517
learn,3391
goldsmith,6052
cities\/abc,7930
jeep,8176
aging,6288
funds,193
selection,5826
pinnacle,5192
classes,3254
comprehensive,2656
gulf,1470
buyers,838
shop,2691
council,1325
farmers,1190
consequences,3461
n.c.,5464
reitman,8359
upper,4394
someday,9431
noble,8264
canadian,741
merabank,6526
patterns,5189
russia,8382
yesterday,122
motel,9183
daikin,7981
random,3626
opened,1241
sotheby,2890
protesters,4540
applied,2469
exchanges,1467
realistic,7091
complains,5341
hedges,6939
help,333
failed,779
exhibit,8064
missouri,3613
potato,9270
performers,7604
moreover,1206
deep,2913
baseline,7879
spare,6646
coal,2339
license,3028
dial,9660
made,159
enjoyed,5659
our,228
inventor,9720
k,5436
seagate,7132
strategic,1770
robinson,5815
stream,6224
listings,9119
sort,1561
result,410
demonstrates,7997
pointed,3870
somehow,5235
deny,3467
soil,5834
sector,1070
allocated,5897
visiting,7220
mellon,6120
adapted,5888
constitution,2657
park,1516
theft,5258
bernard,4849
ahmanson,7842
type,2155
page,3735
atlanta-based,7866
attendance,6300
badly,2428
extend,2384
moral,4327
linear,9116
resolution,2068
resources,1063
gin,6446
types,2242
vienna,7219
embraced,6014
adequate,3557
worthy,9574
chile,7926
dynamic,6011
partial,3504
pigs,8302
falling,1760
currently,488
filipino,4700
voluntary,6268
significantly,1769
wake,2019
sponsors,5539
chiron,5941
slipping,5231
you,110
regarded,4021
nashua,4520
leadership,1910
miles,1358
june,623
assess,5298
detailing,8001
rocket,9370
milton,3499
respectively,3628
unsuccessfully,8504
fewer,1736
fazio,7422
controllers,8790
players,1573
surprised,2512
introduce,2544
distributor,3954
douglas,2383
careers,6798
locked,6112
yards,8562
borrowings,5315
verwoerd,7797
plastics,2942
risen,2951
merely,2448
deferring,8832
lesk,9108
confusion,4246
incest,3982
ceiling,2081
feb.,3829
acid,7244
herself,6064
300-a-share,5051
rock,2885
artificially,8626
courter,3261
adjustment,3661
scrambling,6209
every,538
mccormick,9146
birthday,8661
retreat,6195
markey,7010
favor,1679
editors,5655
exchequer,3825
trouble,1520
repay,4354
ghost,7447
single,1136
loaded,9120
peripheral,9247
six,363
dalkon,7983
fasb,7421
painting,5486
prevents,7634
brought,1130
color,2654
assist,3929
u.s.a.,6251
part,201
point,374
commissioner,3679
comsat,8768
alan,1731
conflict,4099
conventional,1878
pot,8318
financings,8079
hess,6065
complaining,6358
eliminate,2531
enemies,6883
tele-communications,4203
gaining,5130
wear,4599
owes,5760
loud,9736
dream,4106
accelerate,7239
fees,788
favored,4279
highland,6942
merit,5731
sits,9916
drafted,6396
presidential,3210
managers,586
holding,478
magnetic,4510
adjusters,4222
limbo,9115
vermont-slauson,7796
king,2224
student,2238
switching,7752
threats,5558
aichi,7251
meets,7548
possibility,2272
disciplinary,5100
kidney,6093
spanish,3895
an,31
carr,9626
cathcart,8730
broderick,8695
abramson,6724
hawaii,4914
cumulative,3948
representatives,1868
rebuild,5794
fly,2666
shorter,8411
congressmen,5962
assassinations,7864
containers,2595
deductible,6832
vigorously,8521
scramble,8394
amr,2981
distorted,8859
mafia,7533
porter,8312
flurry,8090
permanently,9771
mice,9743
burdens,7295
mergers,2933
overly,7587
bally,3667
interfere,6483
specter,5837
planner,3869
jurors,3847
peladeau,5765
reach,1362
announcer,5901
calendar,6792
pipe,7064
institutes,5152
fm,8091
eurodollar,8920
proliferation,8332
accounts,903
pemex,3867
countries,672
intention,4724
mike,5458
option,1383
capped,3067
planning,1346
publications,3214
naturally,4746
october,522
fair,2169
anti-takeover,6743
battery,4848
athletics,5300
buildings,1636
hope,1161
plenty,2943
tank,6234
mead,8228
acquired,742
pretty,1766
incidents,8153
endorsed,5379
telling,2970
maturities,4320
november,1453
pending,1499
mere,4512
daniel,2478
introducing,6485
pharmaceutical,1942
b,2289
franchisers,6915
certificates,1812
context,5965
understand,2243
larger,1302
indexing,4721
military,759
indians,6959
thomas,1270
dusty,9673
norwood,8269
abruptly,7829
agip,9594
concluding,8774
settlement,920
saying,721
spring,1212
course,904
sparked,4574
cheap,2992
failure,1640
wheels,8543
affiliated,5893
brink,8690
opposition,1303
fundamentally,8101
consequently,6814
preamble,7627
bowl,6784
foam,8958
nevada,6131
oliver,4754
scattered,7689
paribas,1555
chase,2082
logical,9122
income,183
hub,8145
influence,1909
newsweek,6540
shipped,3892
hammack,9004
walter,2467
lawyer,1357
practitioners,8321
driver,6871
privilege,5497
belgian,6772
advisers,2021
secured,2956
wage,1168
in-house,6472
nagging,9902
company,37
having,718
utility,1924
warm,5044
produced,1110
compound,4096
withdrew,5049
a.,941
vermont,5042
curbing,7979
advertising,626
recommend,4984
johnson,1236
worries,3781
speaks,7151
covering,2724
nurses,9946
volumes,7804
boston,651
tons,1074
discussed,3265
highway,1853
midday,8235
sachs,1691
root,7679
virus,5043
identified,2487
apartments,5584
resulted,2566
inherited,7486
meetings,1939
besides,2717
recovering,6189
reluctant,2950
committing,9642
taking,835
open,670
worked,1389
lehman,1238
shirts,9407
nsc,4751
spreads,6218
pledge,8308
stone,3131
investigation,1342
intervened,9065
e.,1510
downside,8028
resignations,5516
endless,8901
armstrong,4423
including,210
pinpoint,7616
without,349
overall,1267
franc,5676
depository,5095
clarify,9635
lying,5448
emigration,9678
infection,9053
touted,9839
cleaning,5947
michael,796
planted,9261
year,40
westinghouse,2976
notified,5474
early,266
hot,2805
flag,3597
talent,5027
bookings,8673
relationship,1917
instruments,1854
accountability,7832
dunn,8878
tribune,8482
dodd,8862
consecutive,2210
started,892
georgia,2061
starting,1804
stretch,3901
triple-a,3773
capita,7306
lloyd,1513
warnings,5574
crack,4250
alexander,5063
remics,9338
honda,3839
mounting,5182
warns,5272
sheet,3043
balance,1671
duck,5376
dd,7354
evil,6408
estate,458
federal,100
felony,5393
fiercely,6422
cox,8799
murdoch,8250
senior,444
relevant,6594
praised,7626
pro-democracy,6580
cards,3068
routes,4182
year-ago,1522
witness,4603
crop,2299
briggs,8688
causes,2902
challenging,5330
appealed,5066
keep,585
captured,5608
centers,1584
jumbo,8183
unclear,4208
armonk,7267
federated,5121
futures,288
heaviest,9013
sentencing,8398
upheld,5867
coniston,4446
regardless,4550
capitalist,7307
summoned,7744
restrictions,1534
esb,6889
gangs,8981
realized,3311
isolated,6088
respect,4555
decisions,1845
exchange,111
polaroid,5492
rewarding,9358
deliveries,7995
scarce,6615
onerous,8281
gasb,8983
bring,1141
bag,6761
premium,1256
preserving,7075
over-the-counter,1242
competitor,3806
loan-loss,3853
foley,6429
authority,1283
reporting,2195
octel,8275
episode,6403
picked,3868
pill,3112
victim,4214
corning,5971
linda,6109
charities,3251
stick,3765
which,41
elements,6398
pessimistic,5768
tips,8468
whittle,5275
faberge,8934
bulls,9621
aircraft,1486
challenged,5611
aggressively,3057
significant,891
laff,5165
event,1932
technology,503
answer,2423
defenses,7991
upgrade,7789
serial,5004
denounced,8835
televised,7176
bond,271
joke,9082
withdrawal,3780
amended,4610
triggered,2363
production,359
instantly,8161
gain,430
fund,293
heels,6463
wichita,9930
agree,1838
location,2813
wasted,9559
thompson,2574
representing,2103
collapse,1637
carpet,6340
dealt,7355
salon,8385
outlets,3299
turning,2464
subscription,9920
guber,1182
inappropriate,6954
breaks,4858
ozone,4162
logic,4939
repaid,5804
permissible,9772
monday,381
generations,6050
distribution,1784
reducing,2319
pro,3741
planners,2686
p53,6147
tries,4592
closing,1036
terminals,5853
letters,2180
marble,9740
accused,1776
impressed,6951
wilbur,7814
clerk,6808
acknowledging,8582
statute,5241
straight,3232
shipyard,4187
coming,757
payout,8290
takes,1260
conditions,1082
insurance,239
plea,3305
bellsouth,2650
salesmen,5523
cease,7918
across-the-board,7246
america,540
capitol,3355
certainly,1527
move,329
beat,2770
command,6813
pepsi,9769
consume,7959
prosecuted,9298
plunged,1621
trucking,5860
routinely,5222
revamped,6603
coupon,1652
beefeater,8653
consent,3460
consolidating,6815
added,283
cost,361
exceeds,5663
steady,2509
reasonable,2877
relied,7100
iranian,6486
agreement,331
pound,1069
standard,739
widely,1282
sections,7133
trade,218
championship,8735
mistake,5180
circulation,2903
capcom,6796
textile,4384
expired,4902
median,7546
roads,3882
burning,8710
away,597
doomed,8867
memphis,7549
animal,4070
convince,5626
telecommunications,1833
responses,5214
watch,2245
turn,836
budget,568
patents,4758
workings,9572
blacks,1875
floor,1022
completion,3808
lineup,8207
mosbacher,8247
guaranty,8996
resignation,2196
experiencing,5666
influenced,5150
plunge,1227
dow,447
remember,3314
free-lance,8096
current,264
republican,1403
caused,988
rebels,3518
watchers,6708
safety,1268
centerpiece,8732
switch,3768
allied,5287
lay,4503
compounded,8767
highly,1327
maintained,3196
enabling,6881
nickel,7572
weapon,5874
market-share,9742
global,1551
advise,5581
matches,9143
candidates,1904
nervously,9944
comic,5340
releases,5802
no,102
conclusions,9645
friendship,8099
accessible,9589
lexington,6105
digital,1041
chugai,5614
fitness,5673
naming,8255
describes,4672
prospects,2192
sleeping,9423
approximately,2982
boss,5076
gutfreund,9001
maker,339
trademark,9508
preclude,9276
putting,1661
internationally,6970
suggest,1899
limited,791
jackson,3986
scores,3416
tactics,5552
bondholders,4235
ethical,6020
insurer,2543
terrorism,3544
anti-abortion,5293
now,99
gut,9000
college,1488
electronic,1289
operating,298
stage,2278
shares,71
lots,3722
cautiously,7310
shelves,9402
anywhere,4072
bunny,8705
cars,699
bipartisan,5914
graphics,2259
low-income,6512
fletcher,7432
f,6897
listening,6110
skin,5831
industrywide,5149
prudential,4541
cara,9873
boesel,8668
card,2290
catch,3070
\*,6279
attached,3347
actively,4221
30-year,1440
furor,6047
thanks,4385
household,2263
generic,7446
jacob,8172
kabul,4305
hees,7466
foothills,5402
baum,6768
hot-dipped,6948
hottest,6467
brown,1444
fournier,5403
hazards,7465
action,587
current-carrying,7351
defeated,5644
accumulation,7833
joel,6490
nonsense,9755
duties,2918
trim,5036
seita,7134
lined,7528
treasurer,3909
realize,2318
woman,1128
non-violent,5472
surgical,8445
pwa,5504
protecting,5204
johns,5699
kingdom,4309
september,311
u,6691
feared,4116
upside,7214
evaluation,4693
wait,2580
borrowing,2840
soybeans,5014
annual,367
arise,7860
feedlots,7424
secondary,2412
haul,6938
shame,8401
expiration,3590
serious,1174
thousand,4204
40-year-old,7827
rear,9316
bribe,5920
revenues,2567
sugarman,5023
merchandising,9153
involves,4135
contested,9649
strikes,4195
proteins,4975
bit,1874
force,534
biotechnology,2987
samuel,3755
court-appointed,9878
market-makers,6520
pleasure,9262
search,3417
expenditure,8066
accord,1749
monitoring,3500
simple,2235
compatible,7336
reveal,5216
bay,756
organizations,2624
suitors,7743
catalyst,5934
looming,9735
moment,1859
cocaine,9639
investigator,8164
ralph,3625
creation,3947
completed,787
tangible,9479
christopher,2994
rake,9992
pressure,844
ringers,3523
provided,1305
rowe,4030
humanitarian,6949
white-collar,6712
maryland,3197
fairly,1966
marshall,2931
quist,5792
administration,343
pesticide,7607
avoid,1262
extraordinary,2128
destroyed,5650
until,314
generated,3836
edgar,8884
federation,3700
barbara,5305
syndrome,6232
towns,6682
apple,1524
ending,1548
minus,7024
harris,2738
riding,6198
proxy,6179
law,278
bare-faced,8645
allies,3058
cloud,7933
disk,2791
dec,6378
insider,3488
recommendations,4547
subpoena,9458
flying,3084
cela,8731
terminated,5854
plate,5491
peterson,4762
smart,6216
prefers,9277
opposite,4334
nine-month,4006
productive,9294
corn,1567
hell,9015
note,953
radiation,4774
packed,7591
execution,3965
co-chief,7937
surged,1744
last,69
lawyers,689
curve,7980
artery,6753
moss,9182
chain,1273
gasoline,2442
teach,5850
scrap,6618
frozen,6435
wanting,9557
background,5303
pipelines,8303
drill,6869
carefully,3936
guests,5684
advertised,8590
md,7544
neb.,7030
matched,4318
wooden,9855
retired,2632
high-tech,4294
r.i.,9308
renewal,9340
cabinet,4860
tragedy,8477
soaring,4570
boost,961
bother,6783
falls,3082
jan,9943
tvs,3774
two-thirds,2643
tests,1649
garden,2257
dinkins,1180
killing,3850
watson,5273
qintex,1243
doubtful,9671
target,1320
disclose,1994
agricultural,3922
computerized,5959
builds,6334
restrict,4358
neatly,9751
york-based,2645
bonus,4081
pencil,5766
stearns,2279
operator,2143
brick,5921
citibank,6807
insisted,3713
compare,3939
snow,8422
youngest,8564
krasnoyarsk,6987
over,94
spurring,9443
noise,8265
marketplace,3029
offers,1333
hero,6941
lagging,6099
stones,6655
recall,4776
rubicam,4184
financiers,8078
treasurys,4048
bottom,2522
leval,6997
management-led,9134
pervasive,7606
swapo,9998
function,5128
deceptive,7358
fetch,6903
state,139
performed,3737
capitalists,5932
likelihood,5711
enforce,6401
restaurant,2275
supercomputer,4381
agrees,3787
knowledgeable,7511
integrate,9062
overcapacity,7585
imported,3021
software,995
invented,6971
zoete,8567
reclaim,9318
unix,7785
examination,4112
benton,9607
chancellor,2291
encouraging,3962
mainframes,3393
existed,8065
collar,6352
chuck,8745
award,3666
wathen,4400
date,1326
corp.,65
subdued,9830
portfolios,2560
tandem,6666
nervousness,9204
doctors,3469
promises,3212
rockwell,4992
jaguar,574
co,570
faced,2385
year-end,4404
discovered,2058
elevators,6879
behalf,2771
cycle,3002
banning,4429
industrials,2614
confidential,6361
resolutions,9347
machine,1043
ross,2197
practical,5197
case,307
pfizer,7062
fixed-income,5399
indirectly,6476
professors,9784
sassy,5822
homelessness,6944
coates,8753
shrank,9412
sticking,8432
diversification,6006
corrupt,6367
emerges,7398
pumping,8339
happy,3482
verge,9548
refcorp,7095
inspired,5430
palm,7594
rage,8344
kevin,9088
native,5184
regrets,9328
evaluate,5385
huge,828
nerves,6538
treating,6245
entire,1423
palestinian,5487
scotland,8393
haskins,9010
fishing,5397
slid,2824
harold,4290
advises,6284
concessions,3941
poison,2944
singapore,2107
additionally,8584
commanding,8760
would,42
road,2104
satellite,3526
tim,8466
registered,2821
gallons,8979
mcdonough,4321
opponents,3107
tremendous,4591
acquisitions,1485
float,6907
administrators,6731
superior,4198
branches,2372
status,2362
hospitals,3385
material,1681
ken,9086
even,113
ellis,7397
stuff,3644
shortage,3893
pulls,8338
uncommon,8493
procedural,5785
completing,5957
closings,7932
achieved,2708
always,849
thought,948
privileges,9291
secrets,7693
unification,7783
history,964
struggled,7737
cast,2989
finances,5396
agreements,2048
targets,2640
minor,1885
brushed,9618
negotiate,4522
selling,399
spark,5535
pair,7054
supplied,7746
freedom,2667
authorization,5590
reinvested,9799
candidate,2988
cigarettes,3574
scrutiny,5001
richard,872
midyear,9159
unilever,5267
posting,4165
degree,3465
measurement,9147
previously,719
amortization,9598
upham,4211
leases,6500
suggests,2041
denver,4457
j.c.,5698
biscuits,9973
tie,7186
forest-products,4705
emphasized,6400
especially,859
it,14
fared,6033
leader,860
opposing,5755
meaningful,7545
engineered,4110
producing,1892
transmission,7771
economically,7392
earned,1019
time,103
52-week,7828
12-month,6720
performances,6564
barrels,1841
admitted,3340
tribe,8481
