Extracting ./train-images-idx3-ubyte.gz
Extracting ./train-labels-idx1-ubyte.gz
Extracting ./t10k-images-idx3-ubyte.gz
Extracting ./t10k-labels-idx1-ubyte.gz
Iter 1000, Minibatch Loss= 2.935789, Training Accuracy= 0.13000
Iter 32000, Minibatch Loss= 1.124277, Training Accuracy= 0.69000
Iter 33000, Minibatch Loss= 1.131687, Training Accuracy= 0.67000
Iter 34000, Minibatch Loss= 0.957380, Training Accuracy= 0.72000
Iter 35000, Minibatch Loss= 1.024721, Training Accuracy= 0.67000
Iter 36000, Minibatch Loss= 0.953162, Training Accuracy= 0.68000
Iter 37000, Minibatch Loss= 0.927847, Training Accuracy= 0.74000
Iter 38000, Minibatch Loss= 0.888061, Training Accuracy= 0.71000
Iter 39000, Minibatch Loss= 1.058740, Training Accuracy= 0.67000
Iter 40000, Minibatch Loss= 0.826927, Training Accuracy= 0.77000
Iter 41000, Minibatch Loss= 1.130416, Training Accuracy= 0.71000
Iter 42000, Minibatch Loss= 0.875072, Training Accuracy= 0.72000
Iter 43000, Minibatch Loss= 0.740635, Training Accuracy= 0.74000
Iter 44000, Minibatch Loss= 0.929136, Training Accuracy= 0.70000
Iter 45000, Minibatch Loss= 0.793313, Training Accuracy= 0.75000
Iter 46000, Minibatch Loss= 0.787962, Training Accuracy= 0.70000
Iter 47000, Minibatch Loss= 0.666896, Training Accuracy= 0.81000
Iter 48000, Minibatch Loss= 0.770168, Training Accuracy= 0.74000
Iter 49000, Minibatch Loss= 0.786428, Training Accuracy= 0.78000
Iter 50000, Minibatch Loss= 0.788712, Training Accuracy= 0.76000
Iter 51000, Minibatch Loss= 0.760552, Training Accuracy= 0.76000
Iter 52000, Minibatch Loss= 0.600939, Training Accuracy= 0.78000
Iter 53000, Minibatch Loss= 0.691510, Training Accuracy= 0.80000
Iter 54000, Minibatch Loss= 0.801442, Training Accuracy= 0.76000
Iter 55000, Minibatch Loss= 0.671127, Training Accuracy= 0.83000
Iter 56000, Minibatch Loss= 0.745119, Training Accuracy= 0.76000
Iter 57000, Minibatch Loss= 0.618537, Training Accuracy= 0.80000
Iter 58000, Minibatch Loss= 0.696583, Training Accuracy= 0.75000
Iter 59000, Minibatch Loss= 0.594459, Training Accuracy= 0.83000
Iter 60000, Minibatch Loss= 0.681970, Training Accuracy= 0.76000
Iter 61000, Minibatch Loss= 0.579376, Training Accuracy= 0.80000
Iter 62000, Minibatch Loss= 0.605489, Training Accuracy= 0.88000
Iter 63000, Minibatch Loss= 0.656845, Training Accuracy= 0.80000
Iter 64000, Minibatch Loss= 0.838706, Training Accuracy= 0.74000
Iter 65000, Minibatch Loss= 0.564253, Training Accuracy= 0.78000
Iter 66000, Minibatch Loss= 0.552046, Training Accuracy= 0.82000
Iter 67000, Minibatch Loss= 0.550429, Training Accuracy= 0.81000
Iter 68000, Minibatch Loss= 0.580202, Training Accuracy= 0.79000
Iter 69000, Minibatch Loss= 0.764114, Training Accuracy= 0.71000
Iter 70000, Minibatch Loss= 0.638492, Training Accuracy= 0.80000
Iter 71000, Minibatch Loss= 0.595661, Training Accuracy= 0.81000
Iter 72000, Minibatch Loss= 0.645897, Training Accuracy= 0.78000
Iter 73000, Minibatch Loss= 0.596141, Training Accuracy= 0.78000
Iter 74000, Minibatch Loss= 0.736575, Training Accuracy= 0.81000
Iter 75000, Minibatch Loss= 0.561882, Training Accuracy= 0.83000
Iter 76000, Minibatch Loss= 0.417053, Training Accuracy= 0.90000
Iter 77000, Minibatch Loss= 0.703651, Training Accuracy= 0.77000
Iter 78000, Minibatch Loss= 0.488905, Training Accuracy= 0.85000
Iter 79000, Minibatch Loss= 0.521882, Training Accuracy= 0.83000
Iter 80000, Minibatch Loss= 0.569852, Training Accuracy= 0.82000
Iter 81000, Minibatch Loss= 0.608924, Training Accuracy= 0.78000
Iter 82000, Minibatch Loss= 0.593757, Training Accuracy= 0.85000
Iter 83000, Minibatch Loss= 0.455022, Training Accuracy= 0.89000
Iter 84000, Minibatch Loss= 0.446116, Training Accuracy= 0.86000
Iter 85000, Minibatch Loss= 0.517765, Training Accuracy= 0.85000
Iter 86000, Minibatch Loss= 0.474951, Training Accuracy= 0.86000
Iter 87000, Minibatch Loss= 0.425601, Training Accuracy= 0.90000
Iter 88000, Minibatch Loss= 0.702643, Training Accuracy= 0.81000
Iter 89000, Minibatch Loss= 0.714735, Training Accuracy= 0.76000
Iter 90000, Minibatch Loss= 0.591147, Training Accuracy= 0.80000
Iter 91000, Minibatch Loss= 0.455697, Training Accuracy= 0.86000
Iter 92000, Minibatch Loss= 0.359637, Training Accuracy= 0.90000
Iter 93000, Minibatch Loss= 0.601533, Training Accuracy= 0.79000
Iter 94000, Minibatch Loss= 0.408681, Training Accuracy= 0.87000
Iter 95000, Minibatch Loss= 0.325754, Training Accuracy= 0.90000
Iter 96000, Minibatch Loss= 0.521628, Training Accuracy= 0.86000
Iter 97000, Minibatch Loss= 0.535178, Training Accuracy= 0.80000
Iter 98000, Minibatch Loss= 0.480620, Training Accuracy= 0.88000
Iter 99000, Minibatch Loss= 0.597724, Training Accuracy= 0.83000
Optimization Finished!
Testing Accuracy: 0.8545
============================================================================
============================================================================
============================================================================
Number of hidden layers:  16
Learning Rate:  0.001
Time from start:  12.751376414
