Extracting ./train-images-idx3-ubyte.gz
Extracting ./train-labels-idx1-ubyte.gz
Extracting ./t10k-images-idx3-ubyte.gz
Extracting ./t10k-labels-idx1-ubyte.gz
Iter 1000, Minibatch Loss= 2.171227, Training Accuracy= 0.23000
Iter 47000, Minibatch Loss= 0.292056, Training Accuracy= 0.91000
Iter 48000, Minibatch Loss= 0.126963, Training Accuracy= 0.95000
Iter 49000, Minibatch Loss= 0.253041, Training Accuracy= 0.92000
Iter 50000, Minibatch Loss= 0.160471, Training Accuracy= 0.96000
Iter 51000, Minibatch Loss= 0.184401, Training Accuracy= 0.93000
Iter 52000, Minibatch Loss= 0.150752, Training Accuracy= 0.94000
Iter 53000, Minibatch Loss= 0.178112, Training Accuracy= 0.93000
Iter 54000, Minibatch Loss= 0.187950, Training Accuracy= 0.94000
Iter 55000, Minibatch Loss= 0.294210, Training Accuracy= 0.89000
Iter 56000, Minibatch Loss= 0.103493, Training Accuracy= 0.96000
Iter 57000, Minibatch Loss= 0.294825, Training Accuracy= 0.88000
Iter 58000, Minibatch Loss= 0.190670, Training Accuracy= 0.94000
Iter 59000, Minibatch Loss= 0.147915, Training Accuracy= 0.93000
Iter 60000, Minibatch Loss= 0.209624, Training Accuracy= 0.91000
Iter 61000, Minibatch Loss= 0.120143, Training Accuracy= 0.98000
Iter 62000, Minibatch Loss= 0.127092, Training Accuracy= 0.97000
Iter 63000, Minibatch Loss= 0.160059, Training Accuracy= 0.95000
Iter 64000, Minibatch Loss= 0.281091, Training Accuracy= 0.93000
Iter 65000, Minibatch Loss= 0.172870, Training Accuracy= 0.94000
Iter 66000, Minibatch Loss= 0.089310, Training Accuracy= 0.97000
Iter 67000, Minibatch Loss= 0.137527, Training Accuracy= 0.97000
Iter 68000, Minibatch Loss= 0.185221, Training Accuracy= 0.93000
Iter 69000, Minibatch Loss= 0.149143, Training Accuracy= 0.96000
Iter 70000, Minibatch Loss= 0.301705, Training Accuracy= 0.91000
Iter 71000, Minibatch Loss= 0.193543, Training Accuracy= 0.95000
Iter 72000, Minibatch Loss= 0.187873, Training Accuracy= 0.94000
Iter 73000, Minibatch Loss= 0.192447, Training Accuracy= 0.94000
Iter 74000, Minibatch Loss= 0.115895, Training Accuracy= 0.96000
Iter 75000, Minibatch Loss= 0.094648, Training Accuracy= 0.97000
Iter 76000, Minibatch Loss= 0.109225, Training Accuracy= 0.96000
Iter 77000, Minibatch Loss= 0.194014, Training Accuracy= 0.93000
Iter 78000, Minibatch Loss= 0.102985, Training Accuracy= 0.95000
Iter 79000, Minibatch Loss= 0.088351, Training Accuracy= 0.97000
Iter 80000, Minibatch Loss= 0.238457, Training Accuracy= 0.91000
Iter 81000, Minibatch Loss= 0.113058, Training Accuracy= 0.95000
Iter 82000, Minibatch Loss= 0.215795, Training Accuracy= 0.92000
Iter 83000, Minibatch Loss= 0.163084, Training Accuracy= 0.96000
Iter 84000, Minibatch Loss= 0.148696, Training Accuracy= 0.97000
Iter 85000, Minibatch Loss= 0.151790, Training Accuracy= 0.96000
Iter 86000, Minibatch Loss= 0.143403, Training Accuracy= 0.97000
Iter 87000, Minibatch Loss= 0.101206, Training Accuracy= 0.96000
Iter 88000, Minibatch Loss= 0.178538, Training Accuracy= 0.92000
Iter 89000, Minibatch Loss= 0.276660, Training Accuracy= 0.93000
Iter 90000, Minibatch Loss= 0.068459, Training Accuracy= 0.98000
Iter 91000, Minibatch Loss= 0.235089, Training Accuracy= 0.95000
Iter 92000, Minibatch Loss= 0.194983, Training Accuracy= 0.96000
Iter 93000, Minibatch Loss= 0.082016, Training Accuracy= 0.97000
Iter 94000, Minibatch Loss= 0.135902, Training Accuracy= 0.97000
Iter 95000, Minibatch Loss= 0.246365, Training Accuracy= 0.93000
Iter 96000, Minibatch Loss= 0.149767, Training Accuracy= 0.94000
Iter 97000, Minibatch Loss= 0.076939, Training Accuracy= 0.97000
Iter 98000, Minibatch Loss= 0.187844, Training Accuracy= 0.94000
Iter 99000, Minibatch Loss= 0.141709, Training Accuracy= 0.97000
Optimization Finished!
Testing Accuracy: 0.9619
============================================================================
============================================================================
============================================================================
Number of hidden layers:  64
Learning Rate:  0.001
Time from start:  12.811331255999999
