Extracting ./train-images-idx3-ubyte.gz
Extracting ./train-labels-idx1-ubyte.gz
Extracting ./t10k-images-idx3-ubyte.gz
Extracting ./t10k-labels-idx1-ubyte.gz
Iter 1000, Minibatch Loss= 2.560141, Training Accuracy= 0.12000
Iter 55000, Minibatch Loss= 0.663212, Training Accuracy= 0.79000
Iter 56000, Minibatch Loss= 0.503334, Training Accuracy= 0.83000
Iter 57000, Minibatch Loss= 0.632701, Training Accuracy= 0.81000
Iter 58000, Minibatch Loss= 0.732987, Training Accuracy= 0.75000
Iter 59000, Minibatch Loss= 0.671767, Training Accuracy= 0.78000
Iter 60000, Minibatch Loss= 0.618097, Training Accuracy= 0.79000
Iter 61000, Minibatch Loss= 0.462067, Training Accuracy= 0.88000
Iter 62000, Minibatch Loss= 0.541456, Training Accuracy= 0.85000
Iter 63000, Minibatch Loss= 0.575130, Training Accuracy= 0.75000
Iter 64000, Minibatch Loss= 0.789665, Training Accuracy= 0.75000
Iter 65000, Minibatch Loss= 0.844516, Training Accuracy= 0.79000
Iter 66000, Minibatch Loss= 0.699004, Training Accuracy= 0.75000
Iter 67000, Minibatch Loss= 0.704298, Training Accuracy= 0.78000
Iter 68000, Minibatch Loss= 0.511442, Training Accuracy= 0.81000
Iter 69000, Minibatch Loss= 0.635650, Training Accuracy= 0.78000
Iter 70000, Minibatch Loss= 0.678364, Training Accuracy= 0.72000
Iter 71000, Minibatch Loss= 0.649428, Training Accuracy= 0.81000
Iter 72000, Minibatch Loss= 0.698545, Training Accuracy= 0.77000
Iter 73000, Minibatch Loss= 0.713046, Training Accuracy= 0.78000
Iter 74000, Minibatch Loss= 0.675151, Training Accuracy= 0.78000
Iter 75000, Minibatch Loss= 0.415776, Training Accuracy= 0.87000
Iter 76000, Minibatch Loss= 0.492636, Training Accuracy= 0.85000
Iter 77000, Minibatch Loss= 0.553858, Training Accuracy= 0.83000
Iter 78000, Minibatch Loss= 0.550148, Training Accuracy= 0.80000
Iter 79000, Minibatch Loss= 0.667206, Training Accuracy= 0.78000
Iter 80000, Minibatch Loss= 0.512268, Training Accuracy= 0.78000
Iter 81000, Minibatch Loss= 0.548435, Training Accuracy= 0.77000
Iter 82000, Minibatch Loss= 0.876868, Training Accuracy= 0.78000
Iter 83000, Minibatch Loss= 0.477511, Training Accuracy= 0.82000
Iter 84000, Minibatch Loss= 0.369874, Training Accuracy= 0.87000
Iter 85000, Minibatch Loss= 0.628539, Training Accuracy= 0.75000
Iter 86000, Minibatch Loss= 0.638034, Training Accuracy= 0.77000
Iter 87000, Minibatch Loss= 0.566780, Training Accuracy= 0.84000
Iter 88000, Minibatch Loss= 0.689517, Training Accuracy= 0.74000
Iter 89000, Minibatch Loss= 0.600863, Training Accuracy= 0.79000
Iter 90000, Minibatch Loss= 0.567055, Training Accuracy= 0.85000
Iter 91000, Minibatch Loss= 0.727787, Training Accuracy= 0.75000
Iter 92000, Minibatch Loss= 0.536659, Training Accuracy= 0.87000
Iter 93000, Minibatch Loss= 0.529137, Training Accuracy= 0.81000
Iter 94000, Minibatch Loss= 0.444219, Training Accuracy= 0.85000
Iter 95000, Minibatch Loss= 0.475020, Training Accuracy= 0.81000
Iter 96000, Minibatch Loss= 0.520471, Training Accuracy= 0.82000
Iter 97000, Minibatch Loss= 0.492543, Training Accuracy= 0.82000
Iter 98000, Minibatch Loss= 0.521680, Training Accuracy= 0.84000
Iter 99000, Minibatch Loss= 0.701413, Training Accuracy= 0.80000
Optimization Finished!
Testing Accuracy: 0.8127
============================================================================
============================================================================
============================================================================
Number of hidden layers:  64
Learning Rate:  0.1
Time from start:  12.628242415999999
