Extracting ./train-images-idx3-ubyte.gz
Extracting ./train-labels-idx1-ubyte.gz
Extracting ./t10k-images-idx3-ubyte.gz
Extracting ./t10k-labels-idx1-ubyte.gz
Iter 1000, Minibatch Loss= 1.677649, Training Accuracy= 0.46000
Iter 96000, Minibatch Loss= 0.024233, Training Accuracy= 0.99000
Iter 97000, Minibatch Loss= 0.031592, Training Accuracy= 0.99000
Iter 98000, Minibatch Loss= 0.095696, Training Accuracy= 0.97000
Iter 99000, Minibatch Loss= 0.018958, Training Accuracy= 1.00000
Optimization Finished!
Testing Accuracy: 0.9752
============================================================================
============================================================================
============================================================================
Number of hidden layers:  64
Learning Rate:  0.01
Time from start:  13.28127848
