Extracting ./train-images-idx3-ubyte.gz
Extracting ./train-labels-idx1-ubyte.gz
Extracting ./t10k-images-idx3-ubyte.gz
Extracting ./t10k-labels-idx1-ubyte.gz
Iter 1000, Minibatch Loss= 30.272186, Training Accuracy= 0.07000
Iter 28000, Minibatch Loss= 7.328273, Training Accuracy= 0.12000
Iter 29000, Minibatch Loss= 7.940615, Training Accuracy= 0.03000
Iter 30000, Minibatch Loss= 10.386730, Training Accuracy= 0.07000
Iter 31000, Minibatch Loss= 8.273538, Training Accuracy= 0.13000
Iter 32000, Minibatch Loss= 9.105124, Training Accuracy= 0.11000
Iter 33000, Minibatch Loss= 4.721272, Training Accuracy= 0.06000
Iter 34000, Minibatch Loss= 5.185235, Training Accuracy= 0.10000
Iter 35000, Minibatch Loss= 5.933652, Training Accuracy= 0.11000
Iter 36000, Minibatch Loss= 5.994108, Training Accuracy= 0.09000
Iter 37000, Minibatch Loss= 6.007625, Training Accuracy= 0.14000
Iter 38000, Minibatch Loss= 5.899050, Training Accuracy= 0.15000
Iter 39000, Minibatch Loss= 9.831134, Training Accuracy= 0.06000
Iter 40000, Minibatch Loss= 6.389223, Training Accuracy= 0.06000
Iter 41000, Minibatch Loss= 6.258314, Training Accuracy= 0.11000
Iter 42000, Minibatch Loss= 6.185420, Training Accuracy= 0.12000
Iter 43000, Minibatch Loss= 8.181126, Training Accuracy= 0.09000
Iter 44000, Minibatch Loss= 12.313532, Training Accuracy= 0.09000
Iter 45000, Minibatch Loss= 7.265641, Training Accuracy= 0.10000
Iter 46000, Minibatch Loss= 6.511878, Training Accuracy= 0.14000
Iter 47000, Minibatch Loss= 7.263698, Training Accuracy= 0.12000
Iter 48000, Minibatch Loss= 5.061024, Training Accuracy= 0.13000
Iter 49000, Minibatch Loss= 4.617831, Training Accuracy= 0.16000
Iter 50000, Minibatch Loss= 3.384467, Training Accuracy= 0.11000
Iter 51000, Minibatch Loss= 2.787740, Training Accuracy= 0.07000
Iter 52000, Minibatch Loss= 2.896279, Training Accuracy= 0.14000
Iter 53000, Minibatch Loss= 2.983908, Training Accuracy= 0.12000
Iter 54000, Minibatch Loss= 2.664688, Training Accuracy= 0.10000
Iter 55000, Minibatch Loss= 2.492427, Training Accuracy= 0.06000
Iter 56000, Minibatch Loss= 2.677620, Training Accuracy= 0.08000
Iter 57000, Minibatch Loss= 2.755621, Training Accuracy= 0.19000
Iter 58000, Minibatch Loss= 2.725481, Training Accuracy= 0.16000
Iter 59000, Minibatch Loss= 3.304698, Training Accuracy= 0.17000
Iter 60000, Minibatch Loss= 2.890887, Training Accuracy= 0.13000
Iter 61000, Minibatch Loss= 3.006893, Training Accuracy= 0.11000
Iter 62000, Minibatch Loss= 3.381924, Training Accuracy= 0.05000
Iter 63000, Minibatch Loss= 3.680330, Training Accuracy= 0.13000
Iter 64000, Minibatch Loss= 4.653942, Training Accuracy= 0.14000
Iter 65000, Minibatch Loss= 3.571669, Training Accuracy= 0.11000
Iter 66000, Minibatch Loss= 4.038543, Training Accuracy= 0.11000
Iter 67000, Minibatch Loss= 3.734930, Training Accuracy= 0.11000
Iter 68000, Minibatch Loss= 5.142610, Training Accuracy= 0.10000
Iter 69000, Minibatch Loss= 5.392536, Training Accuracy= 0.11000
Iter 70000, Minibatch Loss= 3.089492, Training Accuracy= 0.11000
Iter 71000, Minibatch Loss= 4.491014, Training Accuracy= 0.12000
Iter 72000, Minibatch Loss= 3.444982, Training Accuracy= 0.13000
Iter 73000, Minibatch Loss= 4.640157, Training Accuracy= 0.09000
Iter 74000, Minibatch Loss= 4.833657, Training Accuracy= 0.13000
Iter 75000, Minibatch Loss= 5.244895, Training Accuracy= 0.05000
Iter 76000, Minibatch Loss= 4.304134, Training Accuracy= 0.12000
Iter 77000, Minibatch Loss= 6.377712, Training Accuracy= 0.10000
Iter 78000, Minibatch Loss= 3.668074, Training Accuracy= 0.09000
Iter 79000, Minibatch Loss= 4.710667, Training Accuracy= 0.08000
Iter 80000, Minibatch Loss= 3.587654, Training Accuracy= 0.14000
Iter 81000, Minibatch Loss= 4.338748, Training Accuracy= 0.09000
Iter 82000, Minibatch Loss= 6.198433, Training Accuracy= 0.10000
Iter 83000, Minibatch Loss= 7.400254, Training Accuracy= 0.07000
Iter 84000, Minibatch Loss= 5.832845, Training Accuracy= 0.13000
Iter 85000, Minibatch Loss= 6.429134, Training Accuracy= 0.13000
Iter 86000, Minibatch Loss= 7.076774, Training Accuracy= 0.08000
Iter 87000, Minibatch Loss= 7.983587, Training Accuracy= 0.12000
Iter 88000, Minibatch Loss= 6.448357, Training Accuracy= 0.13000
Iter 89000, Minibatch Loss= 8.708168, Training Accuracy= 0.09000
Iter 90000, Minibatch Loss= 8.679419, Training Accuracy= 0.14000
Iter 91000, Minibatch Loss= 14.836477, Training Accuracy= 0.12000
Iter 92000, Minibatch Loss= 4.617635, Training Accuracy= 0.11000
Iter 93000, Minibatch Loss= 5.930890, Training Accuracy= 0.13000
Iter 94000, Minibatch Loss= 6.548106, Training Accuracy= 0.08000
Iter 95000, Minibatch Loss= 7.472010, Training Accuracy= 0.08000
Iter 96000, Minibatch Loss= 10.217684, Training Accuracy= 0.04000
Iter 97000, Minibatch Loss= 9.825711, Training Accuracy= 0.10000
Iter 98000, Minibatch Loss= 10.612366, Training Accuracy= 0.08000
Iter 99000, Minibatch Loss= 11.372242, Training Accuracy= 0.11000
Optimization Finished!
Testing Accuracy: 0.0958
============================================================================
============================================================================
============================================================================
Number of hidden layers:  64
Learning Rate:  1.0
Time from start:  12.768228553
