Extracting ./train-images-idx3-ubyte.gz
Extracting ./train-labels-idx1-ubyte.gz
Extracting ./t10k-images-idx3-ubyte.gz
Extracting ./t10k-labels-idx1-ubyte.gz
Iter 1000, Minibatch Loss= 2.441594, Training Accuracy= 0.10000
Iter 76000, Minibatch Loss= 0.482109, Training Accuracy= 0.87000
Iter 77000, Minibatch Loss= 0.420443, Training Accuracy= 0.87000
Iter 78000, Minibatch Loss= 0.508151, Training Accuracy= 0.85000
Iter 79000, Minibatch Loss= 0.284194, Training Accuracy= 0.92000
Iter 80000, Minibatch Loss= 0.363705, Training Accuracy= 0.91000
Iter 81000, Minibatch Loss= 0.438641, Training Accuracy= 0.88000
Iter 82000, Minibatch Loss= 0.374777, Training Accuracy= 0.88000
Iter 83000, Minibatch Loss= 0.506994, Training Accuracy= 0.86000
Iter 84000, Minibatch Loss= 0.345302, Training Accuracy= 0.89000
Iter 85000, Minibatch Loss= 0.355034, Training Accuracy= 0.87000
Iter 86000, Minibatch Loss= 0.390067, Training Accuracy= 0.91000
Iter 87000, Minibatch Loss= 0.245444, Training Accuracy= 0.91000
Iter 88000, Minibatch Loss= 0.439995, Training Accuracy= 0.88000
Iter 89000, Minibatch Loss= 0.241600, Training Accuracy= 0.91000
Iter 90000, Minibatch Loss= 0.370411, Training Accuracy= 0.88000
Iter 91000, Minibatch Loss= 0.405440, Training Accuracy= 0.87000
Iter 92000, Minibatch Loss= 0.395367, Training Accuracy= 0.89000
Iter 93000, Minibatch Loss= 0.381631, Training Accuracy= 0.85000
Iter 94000, Minibatch Loss= 0.551085, Training Accuracy= 0.84000
Iter 95000, Minibatch Loss= 0.431257, Training Accuracy= 0.85000
Iter 96000, Minibatch Loss= 0.261538, Training Accuracy= 0.91000
Iter 97000, Minibatch Loss= 0.259475, Training Accuracy= 0.92000
Iter 98000, Minibatch Loss= 0.319713, Training Accuracy= 0.92000
Iter 99000, Minibatch Loss= 0.231783, Training Accuracy= 0.95000
Optimization Finished!
Testing Accuracy: 0.8836
============================================================================
============================================================================
============================================================================
Number of hidden layers:  32
Learning Rate:  0.1
Time from start:  12.843218266999997
